,name,developer,platform,genre,total_sales,na_sales,eu_sales,japan_sales,other_sales,release_year
13805, Moon     ,Renegade Kid  ,DS,Shooter,0.05,0.04,0.00,0.01,0.00,2009
13806, Raze's Hell     ,Artech Studios  ,XB,Shooter,0.05,0.04,0.01,0.01,0.00,2005
13807, Magic Carpet     ,Bullfrog Productions  ,PS,Shooter,0.05,0.03,0.02,0.01,0.00,1996
13808, Time Crisis: Project Titan     ,Flying Tiger Entertainment  ,PS,Shooter,0.05,0.03,0.02,0.01,0.00,2001
13809, Centipede: Infestation     ,WayForward Technologies  ,3DS,Shooter,0.05,0.04,0.01,0.01,0.00,2011
13810, Tom Clancy's Rainbow Six: Lockdown     ,Red Storm Entertainment  ,GC,Shooter,0.05,0.04,0.01,0.01,0.00,2005
13811, Turok: Dinosaur Hunter     ,Iguana Entertainment  ,N64,Shooter,0.05,0.01,0.01,0.05,0.01,1997
13812, Rock of the Dead     ,Epicenter Studios  ,X360,Shooter,0.05,0.04,0.01,0.01,0.00,2010
13813, Counter Force     ,Hyper-Devbox  ,Wii,Shooter,0.05,0.04,0.01,0.01,0.00,2007
13814, Assault Suit Leynos     ,"extreme Co.,Ltd.  ",PS4,Shooter,0.05,0.04,0.01,0.01,0.01,2016
13815, Yager     ,Yager Development  ,XB,Shooter,0.05,0.03,0.01,0.01,0.00,2004
13816, Trigger Man     ,Point of View  ,XB,Shooter,0.05,0.03,0.01,0.01,0.00,2004
13817, Bad Boys: Miami Takedown     ,Blitz Games  ,GC,Shooter,0.05,0.03,0.01,0.01,0.00,2004
13818, Dead Alliance     ,IllFonic  ,PS4,Shooter,0.04,0.04,0.01,0.01,0.01,2017
13819, Wolfenstein    Read the review ,Raven Software  ,PC,Shooter,0.04,0.01,0.03,0.01,0.01,2009
13820, Deer Hunter Reloaded     ,GameMill  ,PS4,Shooter,0.04,0.04,0.01,0.01,0.01,2017
13821, Enemy Front     ,City Interactive  ,X360,Shooter,0.04,0.02,0.03,0.01,0.00,2014
13822, Operation Flashpoint: Elite     ,Bohemia Interactive  ,XB,Shooter,0.04,0.03,0.01,0.01,0.00,2005
13823, Raid: World War II     ,Lion Game Lion  ,PS4,Shooter,0.04,0.04,0.01,0.01,0.01,2017
13824, Doom    Read the review ,id Software  ,PC,Shooter,0.04,0.04,0.00,0.01,0.00,1993
13825, Dark Arena     ,Graphic State  ,GBA,Shooter,0.04,0.03,0.01,0.01,0.00,2002
13826, Rogue Trooper     ,Rebellion Developments  ,PS2,Shooter,0.04,0.02,0.02,0.01,0.01,2006
13827, Conflict: Desert Storm II - Back to Bagdhad     ,Pivotal Games  ,GC,Shooter,0.04,0.03,0.01,0.01,0.00,2004
13828, Castle of Shikigami III     ,Alfa System  ,Wii,Shooter,0.04,0.04,0.01,0.01,0.00,2008
13829, Star X     ,Graphic State  ,GBA,Shooter,0.04,0.03,0.01,0.01,0.00,2002
13830, Deer Hunter Reloaded     ,GameMill  ,XOne,Shooter,0.04,0.04,0.01,0.01,0.00,2017
13831, Attack of the Movies 3D     ,Panic Button Games Inc.  ,X360,Shooter,0.04,0.04,0.01,0.01,0.00,2010
13832, Battle Rage     ,Destan Entertainment  ,Wii,Shooter,0.04,0.04,0.01,0.01,0.00,2009
13833, The Monkey King: The Legend Begins     ,Starfish  ,Wii,Shooter,0.04,0.04,0.01,0.01,0.00,2008
13834, Metal Slug 4 & 5     ,BrezzaSoft  ,XB,Shooter,0.04,0.03,0.01,0.01,0.00,2005
13835, Duke Nukem Trilogy: Critical Mass     ,FrontLine Studios  ,DS,Shooter,0.04,0.04,0.00,0.01,0.00,2011
13836, Painkiller: Hell & Damnation     ,The Farm 51  ,PS3,Shooter,0.04,0.02,0.02,0.01,0.01,2013
13837, WarJetz     ,3DO  ,PS2,Shooter,0.04,0.02,0.02,0.01,0.01,2001
13838, Novastorm     ,Psygnosis  ,PS,Shooter,0.04,0.02,0.02,0.01,0.00,1995
13839, Prey     ,Human Head Studios  ,PC,Shooter,0.04,0.01,0.04,0.01,0.00,2006
13840, Metal Slug XX     ,SNK Playmore Corporation  ,PSP,Shooter,0.04,0.03,0.00,0.01,0.01,2010
13841, Chicken Blaster     ,FrontLine Studios  ,DS,Shooter,0.04,0.04,0.01,0.01,0.00,2009
13842, Point Blank 2     ,TOSE  ,PS,Shooter,0.04,0.02,0.02,0.01,0.00,1999
13843, Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection     ,M2  ,PS2,Shooter,0.04,0.01,0.01,0.04,0.01,2008
13844, Tom Clancy's Ghost Recon Wildlands     ,Ubisoft Paris  ,PC,Shooter,0.04,0.01,0.04,0.01,0.00,2017
13845, SWAT: Target Liberty     ,3G Studios  ,PSP,Shooter,0.04,0.03,0.00,0.01,0.00,2007
13846, Twin Strike: Operation Thunder     ,NA.P.S. Team SNC  ,Wii,Shooter,0.04,0.04,0.01,0.01,0.00,2008
13847, Black Clover: Quartet Knights     ,Ilinx  ,PS4,Shooter,0.04,0.02,0.01,0.01,0.00,2018
13848, Danganronpa Another Episode: Ultra Despair Girls     ,Spike Chunsoft  ,PS4,Shooter,0.04,0.03,0.01,0.01,0.01,2017
13849, Brothers In Arms DS     ,Gearbox Software  ,DS,Shooter,0.04,0.03,0.00,0.01,0.00,2007
13850, Shadow Warrior (2013)     ,Flying Wild Hog  ,XOne,Shooter,0.04,0.01,0.04,0.01,0.00,2014
13851, Dead Alliance     ,IllFonic  ,XOne,Shooter,0.04,0.03,0.01,0.01,0.00,2017
13852, Crypt Killer     ,Konami Computer Entertainment Tokyo  ,PS,Shooter,0.04,0.02,0.01,0.01,0.00,1997
13853, Resident Evil: Operation Raccoon City     ,Slant Six Games  ,PC,Shooter,0.04,0.01,0.03,0.01,0.00,2012
13854, PO'ed     ,Any Channel  ,PS,Shooter,0.04,0.02,0.01,0.01,0.00,1997
13855, Doom II     ,Torus Games  ,GBA,Shooter,0.04,0.03,0.01,0.01,0.00,2002
13856, Operation Warcade     ,Ivanovich Games  ,PS4,Shooter,0.04,0.03,0.01,0.01,0.01,2018
13857, Greg Hastings' Tournament Paintball Max'd     ,Nightlight Studios  ,DS,Shooter,0.04,0.03,0.01,0.01,0.00,2006
13858, Little Red Riding Hood's Zombie BBQ     ,EnjoyUp Games  ,DS,Shooter,0.04,0.03,0.01,0.01,0.00,2008
13859, Bionicle Heroes     ,Traveller's Tales  ,Wii,Shooter,0.04,0.03,0.00,0.01,0.00,2007
13860, Halo: Combat Evolved     ,Gearbox Software  ,PC,Shooter,0.04,0.02,0.02,0.01,0.00,2003
13861, C.O.R.E.     ,NoWay Studio  ,DS,Shooter,0.04,0.03,0.01,0.01,0.00,2009
13862, Without Warning     ,CiRCLE Studio  ,PS2,Shooter,0.04,0.02,0.01,0.01,0.00,2005
13863, Monster Force     ,Digital Eclipse  ,GBA,Shooter,0.04,0.03,0.01,0.01,0.00,2002
13864, SD Gundam Force: Showdown!     ,Tom Create  ,PS2,Shooter,0.04,0.02,0.01,0.01,0.00,2004
13865, RLH: Run Like Hell     ,Digital Mayhem  ,XB,Shooter,0.04,0.03,0.01,0.01,0.00,2003
13866, Espgaluda II Black Label     ,Cave  ,X360,Shooter,0.04,0.01,0.01,0.04,0.01,2010
13867, Resident Evil: Umbrella Corps     ,Capcom  ,PS4,Shooter,0.04,0.01,0.01,0.04,0.01,2016
13868, Painkiller: Hell Wars     ,People Can Fly  ,XB,Shooter,0.04,0.03,0.01,0.01,0.00,2006
13869, Greg Hastings Paintball 2     ,Super X Studios  ,PS3,Shooter,0.04,0.03,0.01,0.01,0.00,2010
13870, Marines: Modern Urban Combat     ,Destineer  ,Wii,Shooter,0.03,0.03,0.00,0.01,0.00,2010
13871, Deer Drive: Legends     ,Raylight Studios  ,3DS,Shooter,0.03,0.03,0.01,0.01,0.00,2012
13872, Radiant Silvergun     ,"Treasure Co., Ltd.  ",SAT,Shooter,0.03,0.01,0.01,0.03,0.01,1998
13873, Raven Squad: Operation Hidden Dagger     ,Atomic Motion  ,PC,Shooter,0.03,0.03,0.01,0.01,0.00,2009
13874, Silent Scope     ,Konami  ,GBA,Shooter,0.03,0.02,0.01,0.01,0.00,2002
13875, S.T.A.L.K.E.R.: Clear Sky     ,GSC Game World  ,PC,Shooter,0.03,0.00,0.03,0.01,0.00,2008
13876, Red Faction II     ,Cranky Pants Games  ,GC,Shooter,0.03,0.03,0.01,0.01,0.00,2003
13877, Battle Engine Aquila     ,Lost Toys  ,PS2,Shooter,0.03,0.02,0.01,0.01,0.00,2003
13878, Special Forces: Nemesis Strike     ,Asobo Studio  ,XB,Shooter,0.03,0.03,0.01,0.01,0.00,2005
13879, Star Wars Jedi Knight: Jedi Academy     ,Raven Software  ,PC,Shooter,0.03,0.01,0.03,0.01,0.00,2003
13880, The Sum of All Fears     ,Red Storm Entertainment  ,GC,Shooter,0.03,0.03,0.01,0.01,0.00,2003
13881, PowerSlave     ,Lobotomy Software  ,PS,Shooter,0.03,0.02,0.01,0.01,0.00,1997
13882, Call of Juarez: Bound in Blood     ,Techland  ,PC,Shooter,0.03,0.01,0.03,0.01,0.00,2009
13883, Cabela's Big Game Hunter: Pro Hunts     ,Cauldron  ,PS3,Shooter,0.03,0.03,0.01,0.01,0.01,2014
13884, Mushihimesama Futari Ver 1.5     ,Cave  ,X360,Shooter,0.03,0.01,0.01,0.03,0.01,2009
13885, Raid: World War II     ,Lion Game Lion  ,XOne,Shooter,0.03,0.03,0.01,0.01,0.00,2017
13886, Red Faction: Guerrilla     ,Volition Inc.  ,PC,Shooter,0.03,0.01,0.03,0.01,0.00,2009
13887, Otomedius Gorgeous     ,Konami  ,X360,Shooter,0.03,0.01,0.01,0.03,0.01,2008
13888, Combat Elite: WWII Paratroopers     ,BattleBorne  ,XB,Shooter,0.03,0.02,0.01,0.01,0.00,2005
13889, Lethal Enforcers I & II     ,Konami  ,PS,Shooter,0.03,0.02,0.01,0.01,0.00,1997
13890, BRAHMA Force: The Assault on Beltlogger 9     ,Genki  ,PS,Shooter,0.03,0.02,0.01,0.01,0.00,1997
13891, R-Type III: The Third Lightning     ,Raylight Studios  ,GBA,Shooter,0.03,0.02,0.01,0.01,0.00,2004
13892, DICE: DNA Integrated Cybernetic Enterprises     ,Natsume  ,PS2,Shooter,0.03,0.01,0.01,0.01,0.00,2005
13893, DeathSmiles II X     ,Cave  ,X360,Shooter,0.03,0.01,0.01,0.03,0.01,2010
13894, Cabela's Big Game Hunter: Pro Hunts     ,Cauldron  ,X360,Shooter,0.03,0.02,0.01,0.01,0.00,2014
13895, Greg Hastings' Tournament Paintball Max'd     ,Activision Value  ,GBA,Shooter,0.03,0.02,0.01,0.01,0.00,2006
13896, Darius II     ,Taito Corporation  ,SAT,Shooter,0.03,0.01,0.01,0.03,0.01,1996
13897, Gotcha Force     ,Capcom  ,GC,Shooter,0.03,0.01,0.00,0.01,0.00,2003
13898, Medal of Honor: Vanguard     ,EA Los Angeles  ,PS2,Shooter,0.03,0.01,0.01,0.03,0.01,2007
13899, Max Payne 2: The Fall of Max Payne     ,Remedy Entertainment  ,PC,Shooter,0.03,0.01,0.02,0.01,0.00,2003
13900, Nanotek Warrior     ,Tetragon  ,PS,Shooter,0.03,0.01,0.01,0.01,0.00,1997
13901, World War II Combat: Road To Berlin     ,Direct Action Games  ,XB,Shooter,0.03,0.02,0.01,0.01,0.00,2006
13902, Battlefield 2142     ,Digital Illusions CE  ,PC,Shooter,0.03,0.01,0.02,0.01,0.00,2006
13903, Judge Dredd: Dredd Vs Death     ,Rebellion Developments  ,PS2,Shooter,0.03,0.01,0.01,0.01,0.00,2005
13904, Borderlands: Game of the Year Edition     ,Gearbox Software  ,PC,Shooter,0.03,0.01,0.02,0.01,0.01,2010
13905, R-Type Delta     ,Irem Software Engineering  ,PS,Shooter,0.03,0.01,0.01,0.01,0.00,1999
13906, Lost Planet 2     ,Capcom  ,PC,Shooter,0.03,0.01,0.02,0.01,0.00,2010
13907, Touhou Kobuto V: Burst Battle     ,CUBETYPE  ,PS4,Shooter,0.03,0.02,0.01,0.01,0.00,2017
13908, DoDonPachi Dai-Oujou: Black Label Extra     ,Cave  ,X360,Shooter,0.02,0.01,0.01,0.02,0.01,2009
13909, SWAT 4     ,Irrational Games  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2005
13910, Battlefield 2: Modern Combat(JP sales)     ,Digital Illusions  ,PS2,Shooter,0.02,0.01,0.01,0.02,0.01,2005
13911, Serious Sam Advance     ,Climax Group  ,GBA,Shooter,0.02,0.02,0.01,0.01,0.00,2004
13912, Alien Breed Trilogy     ,Team17 Software  ,X360,Shooter,0.02,0.01,0.02,0.01,0.00,2011
13913, Cold War     ,Mindware Studios  ,XB,Shooter,0.02,0.02,0.01,0.01,0.00,2005
13914, Total Overdose: A Gunslinger's Tale in Mexico     ,Deadline Games  ,XB,Shooter,0.02,0.02,0.01,0.01,0.00,2005
13915, Wii de Asobu: Metroid Prime     ,Retro Studios  ,Wii,Shooter,0.02,0.01,0.01,0.02,0.01,0
13916, Super Stardust Ultra VR     ,d3t Ltd  ,PS4,Shooter,0.02,0.01,0.02,0.01,0.00,2016
13917, AirForce Delta Storm     ,Konami  ,GBA,Shooter,0.02,0.02,0.01,0.01,0.00,2002
13918, Cocoto Magic Circus     ,Neko Entertainment  ,Wii,Shooter,0.02,0.02,0.01,0.01,0.00,2008
13919, Strike Witches: Shirogane no Tsubasa     ,Kadokawa Games  ,PSP,Shooter,0.02,0.01,0.01,0.02,0.01,2012
13920, Chili Con Carnage     ,Deadline Games  ,PSP,Shooter,0.02,0.01,0.02,0.01,0.01,2007
13921, RayCrisis: Series Termination     ,Taito Corporation  ,PS,Shooter,0.02,0.01,0.01,0.01,0.00,2000
13922, Serious Sam HD: The First and Second Encounters     ,Croteam  ,X360,Shooter,0.02,0.01,0.02,0.01,0.00,2011
13923, Sniper Elite V2     ,Rebellion Developments  ,WiiU,Shooter,0.02,0.01,0.02,0.01,0.00,2013
13924, Big Buck Hunter Arcade     ,Play Mechanix  ,PS4,Shooter,0.02,0.02,0.01,0.01,0.00,2017
13925, Tom Clancy's Rainbow Six: Vegas 2     ,Ubisoft Montreal  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2008
13926, Brothers in Arms: Hell's Highway     ,Gearbox Software  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2008
13927, Commandos: Strike Force     ,Pyro Studios  ,XB,Shooter,0.02,0.02,0.00,0.01,0.00,2006
13928, Saint     ,Starfish SD  ,Wii,Shooter,0.02,0.02,0.01,0.01,0.00,2009
13929, Plants vs Zombies: Garden Warfare     ,PopCap Games  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2014
13930, Eureka Seven Vol. 2: The New Vision     ,Namco Bandai Games America  ,PS2,Shooter,0.02,0.01,0.01,0.02,0.01,2007
13931, Shippuu Mahou Daisakusen: Kingdom-Grandprix     ,Eighting/Raizing  ,SAT,Shooter,0.02,0.01,0.01,0.02,0.00,1996
13932, Serious Sam: Next Encounter     ,Climax Group  ,GC,Shooter,0.02,0.02,0.00,0.01,0.00,2004
13933, Quake 4     ,id Software / Raven Software  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2005
13934, Heavy Fire: The Chosen Few 3D     ,Mastiff  ,3DS,Shooter,0.02,0.02,0.01,0.01,0.00,2011
13935, Frontlines: Fuel of War     ,Kaos Studios  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2008
13936, Veggy World     ,Rhino Studios  ,DS,Shooter,0.02,0.02,0.01,0.01,0.00,2011
13937, Serious Sam HD: Gold Edition     ,Croteam  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2010
13938, Shooter: Starfighter Sanvein     ,Success  ,PS,Shooter,0.02,0.01,0.01,0.01,0.00,2001
13939, Terminator 3: The Redemption     ,Paradigm Entertainment  ,GC,Shooter,0.02,0.02,0.00,0.01,0.00,2004
13940, Unreal Anthology     ,Epic Games  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2006
13941, Kill.switch     ,Visual Impact  ,GBA,Shooter,0.02,0.02,0.01,0.01,0.00,2004
13942, Big Buck Hunter Arcade     ,Play Mechanix  ,XOne,Shooter,0.02,0.02,0.01,0.01,0.00,2016
13943, Commando: Steel Disaster     ,Mana Comp. Soft.  ,DS,Shooter,0.02,0.02,0.01,0.01,0.00,2008
13944, Hunting Simulator     ,Maximum Games  ,NS,Shooter,0.02,0.02,0.01,0.01,0.00,2018
13945, Chicken Hunter     ,Phenomedia  ,DS,Shooter,0.02,0.02,0.01,0.01,0.00,2008
13946, Max Payne     ,Remedy Entertainment  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2001
13947, Chicago Enforcer     ,Touchdown Entertainment  ,XB,Shooter,0.02,0.02,0.00,0.01,0.00,2005
13948, Painkiller     ,People Can Fly  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2004
13949, Army Rescue     ,CyberPlanet Interactive  ,Wii,Shooter,0.02,0.02,0.01,0.01,0.00,2009
13950, Muchi Muchi Pork & Pink Sweets     ,Cave  ,X360,Shooter,0.02,0.01,0.01,0.02,0.01,2011
13951, Point Blank 3     ,TOSE  ,PS,Shooter,0.02,0.01,0.01,0.01,0.00,2001
13952, Mushihimesama     ,Cave  ,X360,Shooter,0.02,0.01,0.01,0.02,0.01,2012
13953, Triggerheart Excelica Enhanced     ,Alchemist  ,PS2,Shooter,0.02,0.01,0.01,0.02,0.01,2009
13954, Urban Chaos: Riot Response     ,Rocksteady Studios  ,XB,Shooter,0.02,0.01,0.00,0.01,0.00,2006
13955, Ginga Fukei Densetsu: Sapphire     ,CAProduction  ,PCE,Shooter,0.02,0.01,0.01,0.02,0.01,1995
13956, Heavy Fire: Afghanistan     ,Mastiff  ,PC,Shooter,0.02,0.02,0.01,0.01,0.00,2011
13957, Starship Troopers     ,Strangelite  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2005
13958, Ketsui: Kizuna Jigoku Tachi Extra     ,Cave  ,X360,Shooter,0.02,0.01,0.01,0.02,0.01,2010
13959, RoboCop     ,Titus Software  ,XB,Shooter,0.02,0.01,0.00,0.01,0.00,2003
13960, Legendary     ,Spark Unlimited  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2008
13961, Wild West Shootout     ,FrontLine Studios  ,Wii,Shooter,0.02,0.01,0.01,0.01,0.00,2010
13962, Castle Shikigami 2     ,Alfa System  ,PS2,Shooter,0.02,0.01,0.01,0.01,0.00,2004
13963, Painkiller: Hell & Damnation     ,Farm 51  ,X360,Shooter,0.02,0.00,0.01,0.01,0.00,2013
13964, Rogue Trooper     ,Rebellion Developments  ,XB,Shooter,0.02,0.01,0.00,0.01,0.00,2006
13965, Ketsui Death Label     ,Cave  ,DS,Shooter,0.02,0.01,0.01,0.02,0.01,2008
13966, SD Gundam Force     ,Tom Create  ,GBA,Shooter,0.02,0.01,0.00,0.01,0.00,2004
13967, Without Warning     ,CiRCLE Studio  ,XB,Shooter,0.02,0.01,0.00,0.01,0.00,2005
13968, Destiny 2: Forsaken     ,Bungie  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2018
13969, Rogue Trooper Redux     ,TickTock Games  ,XOne,Shooter,0.02,0.02,0.01,0.01,0.00,2017
13970, Cabela's Big Game Hunter: Pro Hunts     ,Cauldron  ,WiiU,Shooter,0.02,0.02,0.01,0.01,0.00,2014
13971, Battle Engine Aquila     ,Lost Toys  ,XB,Shooter,0.02,0.01,0.00,0.01,0.00,2003
13972, Platypus     ,Squashy Software  ,PSP,Shooter,0.02,0.02,0.00,0.01,0.00,2006
13973, The Haunted: Hell's Reach     ,ValuSoft  ,PC,Shooter,0.02,0.02,0.01,0.01,0.00,2011
13974, Rogue Trooper Redux     ,TickTock Games  ,PS4,Shooter,0.02,0.01,0.01,0.01,0.00,2017
13975, Army Men: Major Malfunction     ,Team17 Software  ,XB,Shooter,0.02,0.01,0.00,0.01,0.00,2006
13976, Judge Dredd: Dredd Vs Death     ,Rebellion Developments  ,XB,Shooter,0.02,0.01,0.00,0.01,0.00,2005
13977, Borderlands: Game of the Year Edition     ,Gearbox Software  ,X360,Shooter,0.02,0.01,0.01,0.01,0.00,2010
13978, Unreal Tournament 2004     ,Epic Games  ,PC,Shooter,0.02,0.01,0.02,0.01,0.00,2004
13979, Joint Operations: Combined Arms     ,NovaLogic  ,PC,Shooter,0.02,0.01,0.01,0.01,0.00,2009
13980, Dragon Booster     ,Konami Computer Entertainment Hawaii  ,DS,Shooter,0.02,0.02,0.00,0.01,0.00,2005
13981, Dead to Rights     ,Torus Games  ,GBA,Shooter,0.02,0.01,0.00,0.01,0.00,2004
13982, Thunder Force VI     ,"TechnoSoft Co., Ltd.  ",PS2,Shooter,0.02,0.01,0.01,0.02,0.01,2008
13983, Earth Defense Force 2017 (old JP sales)     ,Sandlot  ,X360,Shooter,0.02,0.01,0.01,0.02,0.01,2007
13984, Space Hulk: Deathwing     ,Cyanide Studio  ,PS4,Shooter,0.02,0.01,0.01,0.01,0.00,2017
13985, Trigger Man     ,Point of View  ,GC,Shooter,0.02,0.01,0.00,0.01,0.00,2004
13986, Triggerheart Exelica     ,Warashi Inc.  ,DC,Shooter,0.02,0.01,0.01,0.02,0.01,2007
13987, Enemy Territory: Quake Wars     ,Splash Damage  ,PC,Shooter,0.02,0.01,0.00,0.01,0.00,2007
13988, Gears of War     ,Epic Games  ,PC,Shooter,0.02,0.00,0.01,0.01,0.00,2007
13989, Sniper Elite     ,Rebellion Developments  ,PC,Shooter,0.02,0.01,0.01,0.01,0.00,2005
13990, Space Invaders Revolution     ,Taito Corporation  ,DS,Shooter,0.01,0.01,0.00,0.01,0.00,2005
13991, Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales)     ,Ubisoft Paris  ,X360,Shooter,0.01,0.01,0.01,0.01,0.01,2006
13992, WinBack 2: Project Poseidon     ,Cavia Inc.  ,PS2,Shooter,0.01,0.01,0.01,0.01,0.00,2006
13993, Turok     ,Propaganda Games  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2008
13994, Tempest 4000     ,Llamasoft  ,XOne,Shooter,0.01,0.01,0.01,0.01,0.00,2018
13995, Call of Juarez     ,Techland  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2007
13996, DoDonPachi Saidaioujou     ,Cave  ,X360,Shooter,0.01,0.01,0.01,0.01,0.01,2013
13997, Serious Sam II     ,Croteam  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2005
13998, Unreal Tournament 2003     ,Digital Extremes  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2002
13999, Vanark     ,Jaleco  ,PS,Shooter,0.01,0.01,0.01,0.01,0.00,2000
14000, Big Buck Hunter Arcade     ,Play Mechanix  ,NS,Shooter,0.01,0.01,0.01,0.01,0.00,2018
14001, Metal Slug Anthology     ,Terminal Reality  ,PS2,Shooter,0.01,0.01,0.01,0.01,0.01,2007
14002, Caladrius     ,Moss  ,X360,Shooter,0.01,0.01,0.01,0.01,0.01,2013
14003, Resistance Dual Pack     ,Insomniac Games  ,PS3,Shooter,0.01,0.01,0.01,0.01,0.00,2011
14004, Brothers in Arms: Furious 4     ,Gearbox Software  ,X360,Shooter,0.01,0.01,0.01,0.01,0.01,2012
14005, Tempest 4000     ,Llamasoft  ,PS4,Shooter,0.01,0.01,0.01,0.01,0.00,2018
14006, F.E.A.R. Perseus Mandate     ,TimeGate  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2007
14007, Mamoru-kun wa Norowarete Shimatta!     ,Gulti  ,X360,Shooter,0.01,0.01,0.01,0.01,0.01,2009
14008, CT Special Forces 2: Back in the Trenches     ,LSP  ,GBA,Shooter,0.01,0.01,0.00,0.01,0.00,2004
14009, Deus Ex     ,Ion Storm  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2000
14010, Inversion     ,Saber Interactive  ,PC,Shooter,0.01,0.01,0.00,0.01,0.00,2012
14011, TimeShift     ,Saber Interactive  ,PC,Shooter,0.01,0.01,0.00,0.01,0.00,2007
14012, Conflict: Denied Ops     ,Pivotal Games  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2008
14013, Army Men: Air Combat - The Elite Missions     ,3DO  ,GC,Shooter,0.01,0.01,0.00,0.01,0.00,2003
14014, Greg Hastings' Tournament Paintball Max'd     ,WXP  ,PS2,Shooter,0.01,0.01,0.00,0.01,0.00,2006
14015, Mothergunship     ,Grip Games  ,XOne,Shooter,0.01,0.01,0.01,0.01,0.00,2018
14016, The Chronicles of Riddick: Assault on Dark Athena     ,Starbreeze Studios AB  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2009
14017, Borderlands: Game of the Year Edition     ,Gearbox Software  ,PS3,Shooter,0.01,0.01,0.01,0.01,0.00,2010
14018, Command & Conquer Renegade     ,Westwood Studios  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2002
14019, Bullet Soul     ,Tachyon Inc.  ,X360,Shooter,0.01,0.01,0.01,0.01,0.01,2016
14020, Mothergunship     ,Grip Games  ,PS4,Shooter,0.01,0.01,0.01,0.01,0.00,2018
14021, DoDonPachi Daifukkatsu: Black Label     ,Cave  ,X360,Shooter,0.01,0.01,0.01,0.01,0.01,2011
14022, Space Raiders     ,Taito Corporation  ,GC,Shooter,0.01,0.01,0.00,0.01,0.00,2004
14023, Clive Barker's Jericho     ,Mercury Steam / Alchemic Productions  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2007
14024, Gungrave VR     ,IGGYMOB  ,PS4,Shooter,0.01,0.01,0.01,0.01,0.00,2018
14025, Breach     ,Atomic Games  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2011
14026, Ziggurat     ,Milkstone Studios  ,PS4,Shooter,0.01,0.01,0.01,0.01,0.00,2016
14027, Men in Black II: Alien Escape     ,Melbourne House  ,GC,Shooter,0.01,0.01,0.00,0.01,0.00,2003
14028, Pirate Blast     ,TBA  ,Wii,Shooter,0.01,0.01,0.01,0.01,0.00,2011
14029, Wanted: Weapons of Fate     ,GRIN  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2009
14030, Damnation     ,Blue Omega Entertainment  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2009
14031, Necrovision     ,Farm 51  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2009
14032, Eschatos     ,Qute Corporation  ,X360,Shooter,0.01,0.01,0.01,0.01,0.01,2011
14033, Gun     ,Neversoft Entertainment  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2005
14034, Armored Core: Verdict Day     ,From Software  ,X360,Shooter,0.01,0.01,0.01,0.01,0.01,2013
14035," Shooting Love, 200X     ",Triangle Service  ,X360,Shooter,0.01,0.01,0.01,0.01,0.01,2009
14036, BlowOut     ,Terminal Reality  ,GC,Shooter,0.01,0.01,0.00,0.01,0.00,2003
14037, Sniper Elite III    Read the review ,Rebellion Developments  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2014
14038, Tom Clancy's Ghost Recon Advanced Warfighter 2     ,GRIN  ,PC,Shooter,0.01,0.01,0.01,0.01,0.00,2007
14039, Zero Cho Aniki     ,"extreme Co.,Ltd.  ",PSP,Shooter,0.01,0.01,0.01,0.01,0.01,2009
14040, Oretachi no Sabage Portable     ,Best Media  ,PSP,Shooter,0.01,0.01,0.01,0.01,0.01,2008
14041, Chaos Field     ,MileStone Inc.  ,GC,Shooter,0.01,0.01,0.00,0.01,0.00,2005
14042, World War II Combat: Iwo Jima     ,Direct Action Games  ,XB,Shooter,0.01,0.01,0.00,0.01,0.00,2006
14043, Castle of Shikigami III     ,Alfa System  ,X360,Shooter,0.01,0.01,0.01,0.01,0.01,2007
